problem_id,model,prompt_detail,temp,i,levenshtein distance
3,gpt3.5,H,0.7,35,62
3,gpt3.5,H,0.7,48,14
3,gpt3.5,H,0.7,50,62
3,gpt3.5,H,0.7,64,62
3,gpt3.5,H,1.0,3,14
3,gpt3.5,H,1.0,4,14
3,gpt3.5,H,1.0,8,208
3,gpt3.5,H,1.0,14,296
3,gpt3.5,H,1.0,19,317
3,gpt3.5,H,1.0,23,14
3,gpt3.5,H,1.0,27,14
3,gpt3.5,H,1.0,31,147
3,gpt3.5,H,1.0,33,14
3,gpt3.5,H,1.0,35,222
3,gpt3.5,H,1.0,44,14
3,gpt3.5,H,1.0,45,62
3,gpt3.5,H,1.0,46,62
3,gpt3.5,H,1.0,48,14
3,gpt3.5,H,1.0,50,62
3,gpt3.5,H,1.0,64,61
3,gpt3.5,H,1.0,67,62
3,gpt3.5,H,1.0,76,123
3,gpt3.5,H,1.0,96,61
4,gpt3.5,L,0.3,41,62
4,gpt3.5,L,0.5,5,308
4,gpt3.5,L,0.5,7,62
4,gpt3.5,L,0.5,14,10
4,gpt3.5,L,0.5,20,62
4,gpt3.5,L,0.5,22,62
4,gpt3.5,L,0.5,23,62
4,gpt3.5,L,0.5,24,10
4,gpt3.5,L,0.5,25,201
4,gpt3.5,L,0.5,41,271
4,gpt3.5,L,0.5,57,62
4,gpt3.5,L,0.5,85,10
4,gpt3.5,L,0.7,5,328
4,gpt3.5,L,0.7,7,187
4,gpt3.5,L,0.7,14,371
4,gpt3.5,L,0.7,15,62
4,gpt3.5,L,0.7,20,62
4,gpt3.5,L,0.7,22,446
4,gpt3.5,L,0.7,23,10
4,gpt3.5,L,0.7,24,66
4,gpt3.5,L,0.7,25,84
4,gpt3.5,L,0.7,26,14
4,gpt3.5,L,0.7,27,10
4,gpt3.5,L,0.7,41,169
4,gpt3.5,L,0.7,57,62
4,gpt3.5,L,0.7,78,335
4,gpt3.5,L,0.7,84,111
4,gpt3.5,L,0.7,85,297
4,gpt3.5,L,0.7,92,62
4,gpt3.5,L,1.0,5,62
4,gpt3.5,L,1.0,7,524
4,gpt3.5,L,1.0,9,77
4,gpt3.5,L,1.0,12,62
4,gpt3.5,L,1.0,14,62
4,gpt3.5,L,1.0,15,388
4,gpt3.5,L,1.0,16,62
4,gpt3.5,L,1.0,20,7
4,gpt3.5,L,1.0,21,14
4,gpt3.5,L,1.0,22,62
4,gpt3.5,L,1.0,23,62
4,gpt3.5,L,1.0,24,482
4,gpt3.5,L,1.0,25,77
4,gpt3.5,L,1.0,26,14
4,gpt3.5,L,1.0,27,66
4,gpt3.5,L,1.0,29,77
4,gpt3.5,L,1.0,30,113
4,gpt3.5,L,1.0,32,68
4,gpt3.5,L,1.0,34,62
4,gpt3.5,L,1.0,41,250
4,gpt3.5,L,1.0,45,78
4,gpt3.5,L,1.0,48,191
4,gpt3.5,L,1.0,49,66
4,gpt3.5,L,1.0,57,62
4,gpt3.5,L,1.0,58,14
4,gpt3.5,L,1.0,59,14
4,gpt3.5,L,1.0,65,78
4,gpt3.5,L,1.0,67,111
4,gpt3.5,L,1.0,73,330
4,gpt3.5,L,1.0,78,1664
4,gpt3.5,L,1.0,79,420
4,gpt3.5,L,1.0,84,111
4,gpt3.5,L,1.0,85,215
4,gpt3.5,L,1.0,87,14
4,gpt3.5,L,1.0,91,7
4,gpt3.5,L,1.0,92,64
4,gpt3.5,L,1.0,94,62
4,gpt3.5,M,0.5,55,255
4,gpt3.5,M,0.7,0,14
4,gpt3.5,M,0.7,18,84
4,gpt3.5,M,0.7,32,517
4,gpt3.5,M,0.7,54,84
4,gpt3.5,M,0.7,55,183
4,gpt3.5,M,1.0,0,14
4,gpt3.5,M,1.0,18,84
4,gpt3.5,M,1.0,19,14
4,gpt3.5,M,1.0,32,461
4,gpt3.5,M,1.0,39,377
4,gpt3.5,M,1.0,44,62
4,gpt3.5,M,1.0,54,84
4,gpt3.5,M,1.0,55,390
4,gpt3.5,M,1.0,58,66
4,gpt3.5,M,1.0,66,432
4,gpt3.5,M,1.0,94,7
4,gpt3.5,H,0.3,48,14
4,gpt3.5,H,0.5,27,14
4,gpt3.5,H,0.5,35,368
4,gpt3.5,H,0.5,48,14
4,gpt3.5,H,0.5,50,62
4,gpt3.5,H,0.7,3,14
4,gpt3.5,H,0.7,4,14
4,gpt3.5,H,0.7,19,62
4,gpt3.5,H,0.7,23,14
4,gpt3.5,H,0.7,27,14
4,gpt3.5,H,0.7,33,14
4,gpt3.5,H,0.7,35,62
4,gpt3.5,H,0.7,44,14
4,gpt3.5,H,0.7,48,14
4,gpt3.5,H,0.7,50,62
4,gpt3.5,H,0.7,64,62
4,gpt3.5,H,0.7,76,305
4,gpt3.5,H,0.7,96,14
4,gpt3.5,H,1.0,3,14
4,gpt3.5,H,1.0,4,14
4,gpt3.5,H,1.0,7,14
4,gpt3.5,H,1.0,8,189
4,gpt3.5,H,1.0,9,14
4,gpt3.5,H,1.0,14,62
4,gpt3.5,H,1.0,19,317
4,gpt3.5,H,1.0,23,14
4,gpt3.5,H,1.0,27,14
4,gpt3.5,H,1.0,31,66
4,gpt3.5,H,1.0,33,15
4,gpt3.5,H,1.0,35,62
4,gpt3.5,H,1.0,36,14
4,gpt3.5,H,1.0,44,14
4,gpt3.5,H,1.0,45,201
4,gpt3.5,H,1.0,46,62
4,gpt3.5,H,1.0,48,14
4,gpt3.5,H,1.0,50,62
4,gpt3.5,H,1.0,51,7
4,gpt3.5,H,1.0,52,461
4,gpt3.5,H,1.0,60,14
4,gpt3.5,H,1.0,64,61
4,gpt3.5,H,1.0,67,75
4,gpt3.5,H,1.0,76,236
4,gpt3.5,H,1.0,90,14
4,gpt3.5,H,1.0,96,14
5,gpt3.5,L,0.3,14,10
5,gpt3.5,L,0.3,71,10
5,gpt3.5,L,0.5,3,335
5,gpt3.5,L,0.5,14,10
5,gpt3.5,L,0.5,41,62
5,gpt3.5,L,0.5,62,62
5,gpt3.5,L,0.5,67,62
5,gpt3.5,L,0.5,71,10
5,gpt3.5,L,0.7,3,64
5,gpt3.5,L,0.7,4,231
5,gpt3.5,L,0.7,11,62
5,gpt3.5,L,0.7,14,193
5,gpt3.5,L,0.7,41,416
5,gpt3.5,L,0.7,51,234
5,gpt3.5,L,0.7,58,7
5,gpt3.5,L,0.7,61,279
5,gpt3.5,L,0.7,62,63
5,gpt3.5,L,0.7,67,65
5,gpt3.5,L,0.7,71,14
5,gpt3.5,L,0.7,81,62
5,gpt3.5,L,0.7,94,62
5,gpt3.5,L,0.7,98,75
5,gpt3.5,L,1.0,3,64
5,gpt3.5,L,1.0,4,398
5,gpt3.5,L,1.0,11,498
5,gpt3.5,L,1.0,14,66
5,gpt3.5,L,1.0,19,259
5,gpt3.5,L,1.0,20,77
5,gpt3.5,L,1.0,38,612
5,gpt3.5,L,1.0,41,62
5,gpt3.5,L,1.0,48,494
5,gpt3.5,L,1.0,51,14
5,gpt3.5,L,1.0,57,299
5,gpt3.5,L,1.0,58,7
5,gpt3.5,L,1.0,61,14
5,gpt3.5,L,1.0,62,62
5,gpt3.5,L,1.0,67,947
5,gpt3.5,L,1.0,71,14
5,gpt3.5,L,1.0,78,14
5,gpt3.5,L,1.0,81,585
5,gpt3.5,L,1.0,83,72
5,gpt3.5,L,1.0,86,7
5,gpt3.5,L,1.0,94,401
5,gpt3.5,L,1.0,98,75
5,gpt3.5,M,0.5,30,245
5,gpt3.5,M,0.7,10,14
5,gpt3.5,M,0.7,30,63
5,gpt3.5,M,1.0,0,14
5,gpt3.5,M,1.0,10,14
5,gpt3.5,M,1.0,22,301
5,gpt3.5,M,1.0,24,64
5,gpt3.5,M,1.0,30,481
5,gpt3.5,M,1.0,41,61
5,gpt3.5,M,1.0,47,14
5,gpt3.5,M,1.0,53,7
5,gpt3.5,M,1.0,63,205
5,gpt3.5,M,1.0,66,14
5,gpt3.5,M,1.0,68,14
5,gpt3.5,M,1.0,82,64
5,gpt3.5,M,1.0,94,62
5,gpt3.5,H,0.3,74,14
5,gpt3.5,H,0.3,92,62
5,gpt3.5,H,0.5,16,14
5,gpt3.5,H,0.5,46,62
5,gpt3.5,H,0.5,74,14
5,gpt3.5,H,0.5,92,250
5,gpt3.5,H,0.7,8,14
5,gpt3.5,H,0.7,16,14
5,gpt3.5,H,0.7,46,62
5,gpt3.5,H,0.7,74,14
5,gpt3.5,H,0.7,89,14
5,gpt3.5,H,0.7,92,62
5,gpt3.5,H,1.0,6,62
5,gpt3.5,H,1.0,8,14
5,gpt3.5,H,1.0,11,14
5,gpt3.5,H,1.0,13,138
5,gpt3.5,H,1.0,16,97
5,gpt3.5,H,1.0,27,249
5,gpt3.5,H,1.0,30,14
5,gpt3.5,H,1.0,44,112
5,gpt3.5,H,1.0,46,61
5,gpt3.5,H,1.0,48,14
5,gpt3.5,H,1.0,54,306
5,gpt3.5,H,1.0,66,62
5,gpt3.5,H,1.0,72,14
5,gpt3.5,H,1.0,74,14
5,gpt3.5,H,1.0,89,14
5,gpt3.5,H,1.0,92,62
6,gpt3.5,L,0.5,31,14
6,gpt3.5,L,0.5,94,294
6,gpt3.5,L,0.7,8,3
6,gpt3.5,L,0.7,12,510
6,gpt3.5,L,0.7,17,185
6,gpt3.5,L,0.7,28,268
6,gpt3.5,L,0.7,31,14
6,gpt3.5,L,0.7,48,210
6,gpt3.5,L,0.7,52,213
6,gpt3.5,L,0.7,77,14
6,gpt3.5,L,0.7,86,397
6,gpt3.5,L,0.7,94,185
6,gpt3.5,L,0.7,98,547
6,gpt3.5,L,1.0,4,396
6,gpt3.5,L,1.0,11,274
6,gpt3.5,L,1.0,12,303
6,gpt3.5,L,1.0,17,548
6,gpt3.5,L,1.0,28,264
6,gpt3.5,L,1.0,30,3
6,gpt3.5,L,1.0,31,225
6,gpt3.5,L,1.0,34,14
6,gpt3.5,L,1.0,42,14
6,gpt3.5,L,1.0,48,182
6,gpt3.5,L,1.0,52,70
6,gpt3.5,L,1.0,68,3
6,gpt3.5,L,1.0,72,14
6,gpt3.5,L,1.0,77,14
6,gpt3.5,L,1.0,80,14
6,gpt3.5,L,1.0,83,394
6,gpt3.5,L,1.0,86,344
6,gpt3.5,L,1.0,93,341
6,gpt3.5,L,1.0,94,193
6,gpt3.5,L,1.0,98,421
6,gpt3.5,M,0.7,39,14
6,gpt3.5,M,0.7,45,3
6,gpt3.5,M,0.7,64,188
6,gpt3.5,M,0.7,81,7
6,gpt3.5,M,0.7,85,14
6,gpt3.5,M,1.0,3,14
6,gpt3.5,M,1.0,12,14
6,gpt3.5,M,1.0,17,204
6,gpt3.5,M,1.0,35,220
6,gpt3.5,M,1.0,39,14
6,gpt3.5,M,1.0,50,220
6,gpt3.5,M,1.0,53,15
6,gpt3.5,M,1.0,56,14
6,gpt3.5,M,1.0,58,3
6,gpt3.5,M,1.0,64,68
6,gpt3.5,M,1.0,67,62
6,gpt3.5,M,1.0,81,7
6,gpt3.5,M,1.0,85,130
6,gpt3.5,M,1.0,89,3
6,gpt3.5,M,1.0,90,3
6,gpt3.5,M,1.0,95,3
6,gpt3.5,M,1.0,96,3
6,gpt3.5,H,0.5,19,3
6,gpt3.5,H,0.7,28,3
6,gpt3.5,H,0.7,36,14
6,gpt3.5,H,1.0,15,62
6,gpt3.5,H,1.0,22,14
6,gpt3.5,H,1.0,36,286
6,gpt3.5,H,1.0,54,14
6,gpt3.5,H,1.0,85,14
6,gpt3.5,H,1.0,96,7
6,gpt3.5,H,1.0,99,14
6,gpt4,L,1.0,31,261
8,gpt4,M,1.0,33,15
8,gpt4,H,1.0,31,14
13,gpt3.5,H,0.7,53,3
14,gpt4,L,0.1,35,479
14,gpt4,L,0.1,39,455
14,gpt4,L,0.1,67,955
14,gpt4,L,0.3,12,757
14,gpt4,L,0.3,34,453
14,gpt4,L,0.3,73,595
14,gpt4,L,0.3,78,517
14,gpt4,L,0.3,81,908
14,gpt4,L,0.5,1,547
14,gpt4,L,0.5,29,645
14,gpt4,L,0.5,41,498
14,gpt4,L,0.5,42,716
14,gpt4,L,0.5,64,983
14,gpt4,L,0.5,73,529
14,gpt4,L,0.5,75,484
14,gpt4,L,0.5,77,448
14,gpt4,L,0.5,78,611
14,gpt4,L,0.7,4,677
14,gpt4,L,0.7,8,628
14,gpt4,L,0.7,17,690
14,gpt4,L,0.7,32,688
14,gpt4,L,0.7,57,425
14,gpt4,L,0.7,71,534
14,gpt4,L,0.7,78,530
14,gpt4,L,0.7,87,666
14,gpt4,L,0.7,96,603
14,gpt4,L,0.7,99,1346
14,gpt4,L,1.0,1,1061
14,gpt4,L,1.0,4,1112
14,gpt4,L,1.0,6,959
14,gpt4,L,1.0,11,597
14,gpt4,L,1.0,12,933
14,gpt4,L,1.0,15,418
14,gpt4,L,1.0,17,335
14,gpt4,L,1.0,27,310
14,gpt4,L,1.0,29,533
14,gpt4,L,1.0,42,429
14,gpt4,L,1.0,57,335
14,gpt4,L,1.0,61,925
14,gpt4,L,1.0,68,523
14,gpt4,L,1.0,69,633
14,gpt4,L,1.0,71,502
14,gpt4,L,1.0,74,870
14,gpt4,L,1.0,75,481
14,gpt4,L,1.0,77,869
14,gpt4,L,1.0,78,491
14,gpt4,L,1.0,87,990
14,gpt4,L,1.0,99,1176
15,gpt3.5,M,0.7,11,3
15,gpt4,L,0.3,55,630
15,gpt4,L,0.5,42,469
15,gpt4,L,0.5,63,688
15,gpt4,L,0.7,42,702
15,gpt4,L,0.7,63,1019
15,gpt4,L,1.0,16,308
15,gpt4,L,1.0,21,876
15,gpt4,L,1.0,25,445
15,gpt4,L,1.0,34,1116
15,gpt4,L,1.0,42,703
15,gpt4,L,1.0,43,553
15,gpt4,L,1.0,55,1000
15,gpt4,L,1.0,62,887
15,gpt4,L,1.0,63,639
15,gpt4,L,1.0,70,522
17,gpt3.5,L,1.0,7,14
17,gpt4,L,1.0,7,14
18,gpt4,L,1.0,84,642
23,gpt4,L,0.7,53,322
23,gpt4,L,1.0,14,167
23,gpt4,L,1.0,53,483
24,gpt4,L,0.1,62,551
24,gpt4,L,0.1,67,481
24,gpt4,L,0.1,69,417
24,gpt4,L,0.1,91,518
24,gpt4,L,0.1,92,447
24,gpt4,L,0.1,93,462
24,gpt4,L,0.1,99,521
24,gpt4,L,0.3,5,402
24,gpt4,L,0.3,8,444
24,gpt4,L,0.3,25,492
24,gpt4,L,0.3,54,489
24,gpt4,L,0.3,67,555
24,gpt4,L,0.3,69,475
24,gpt4,L,0.3,70,437
24,gpt4,L,0.3,72,399
24,gpt4,L,0.3,82,552
24,gpt4,L,0.3,84,407
24,gpt4,L,0.5,0,423
24,gpt4,L,0.5,8,392
24,gpt4,L,0.5,10,581
24,gpt4,L,0.5,13,624
24,gpt4,L,0.5,19,534
24,gpt4,L,0.5,25,641
24,gpt4,L,0.5,71,365
24,gpt4,L,0.5,79,444
24,gpt4,L,0.7,5,638
24,gpt4,L,0.7,10,636
24,gpt4,L,0.7,17,488
24,gpt4,L,0.7,19,288
24,gpt4,L,0.7,25,740
24,gpt4,L,0.7,38,509
24,gpt4,L,0.7,40,695
24,gpt4,L,0.7,41,643
24,gpt4,L,0.7,53,591
24,gpt4,L,0.7,55,730
24,gpt4,L,0.7,69,546
24,gpt4,L,0.7,70,582
24,gpt4,L,0.7,71,484
24,gpt4,L,0.7,72,451
24,gpt4,L,0.7,77,603
24,gpt4,L,0.7,79,500
24,gpt4,L,0.7,80,923
24,gpt4,L,0.7,84,1000
24,gpt4,L,0.7,86,571
24,gpt4,L,0.7,88,763
24,gpt4,L,0.7,90,513
24,gpt4,L,0.7,98,431
24,gpt4,L,1.0,5,802
24,gpt4,L,1.0,7,675
24,gpt4,L,1.0,11,842
24,gpt4,L,1.0,19,469
24,gpt4,L,1.0,22,709
24,gpt4,L,1.0,23,569
24,gpt4,L,1.0,25,551
24,gpt4,L,1.0,32,401
24,gpt4,L,1.0,34,257
24,gpt4,L,1.0,35,873
24,gpt4,L,1.0,38,647
24,gpt4,L,1.0,40,778
24,gpt4,L,1.0,52,840
24,gpt4,L,1.0,59,840
24,gpt4,L,1.0,67,685
24,gpt4,L,1.0,69,601
24,gpt4,L,1.0,70,904
24,gpt4,L,1.0,71,802
24,gpt4,L,1.0,72,23
24,gpt4,L,1.0,73,718
24,gpt4,L,1.0,77,805
24,gpt4,L,1.0,79,196
24,gpt4,L,1.0,80,441
24,gpt4,L,1.0,82,1098
24,gpt4,L,1.0,84,612
24,gpt4,L,1.0,86,689
24,gpt4,L,1.0,88,938
24,gpt4,L,1.0,90,1054
24,gpt4,L,1.0,98,424
24,gpt4,M,1.0,45,14
24,gpt4,H,1.0,39,522
1,mistral,L,0.1,0,14
1,mistral,L,0.1,1,14
1,mistral,L,0.1,2,14
1,mistral,L,0.1,3,14
1,mistral,L,0.1,4,14
1,mistral,L,0.1,5,14
1,mistral,L,0.1,6,14
1,mistral,L,0.1,7,14
1,mistral,L,0.1,8,14
1,mistral,L,0.1,9,14
1,mistral,L,0.1,10,14
1,mistral,L,0.1,11,14
1,mistral,L,0.1,12,14
1,mistral,L,0.1,13,14
1,mistral,L,0.1,14,14
1,mistral,L,0.1,15,14
1,mistral,L,0.1,16,14
1,mistral,L,0.1,17,14
1,mistral,L,0.1,18,14
1,mistral,L,0.1,19,14
1,mistral,L,0.1,20,14
1,mistral,L,0.1,21,14
1,mistral,L,0.1,22,14
1,mistral,L,0.1,23,14
1,mistral,L,0.1,24,14
1,mistral,L,0.1,25,14
1,mistral,L,0.1,26,14
1,mistral,L,0.1,27,14
1,mistral,L,0.1,28,14
1,mistral,L,0.1,29,14
1,mistral,L,0.1,30,14
1,mistral,L,0.1,31,14
1,mistral,L,0.1,32,14
1,mistral,L,0.1,33,14
1,mistral,L,0.1,34,14
1,mistral,L,0.1,35,14
1,mistral,L,0.1,36,14
1,mistral,L,0.1,37,14
1,mistral,L,0.1,38,14
1,mistral,L,0.1,39,14
1,mistral,L,0.1,40,14
1,mistral,L,0.1,41,14
1,mistral,L,0.1,42,14
1,mistral,L,0.1,43,14
1,mistral,L,0.1,44,14
1,mistral,L,0.1,45,14
1,mistral,L,0.1,46,14
1,mistral,L,0.1,47,14
1,mistral,L,0.1,48,14
1,mistral,L,0.1,49,14
1,mistral,L,0.1,50,14
1,mistral,L,0.1,51,14
1,mistral,L,0.1,52,14
1,mistral,L,0.1,53,14
1,mistral,L,0.1,54,14
1,mistral,L,0.1,55,14
1,mistral,L,0.1,56,14
1,mistral,L,0.1,57,14
1,mistral,L,0.1,58,14
1,mistral,L,0.1,59,14
1,mistral,L,0.1,60,14
1,mistral,L,0.1,61,14
1,mistral,L,0.1,62,14
1,mistral,L,0.1,63,14
1,mistral,L,0.1,64,14
1,mistral,L,0.1,65,14
1,mistral,L,0.1,66,14
1,mistral,L,0.1,67,14
1,mistral,L,0.1,68,14
1,mistral,L,0.1,69,14
1,mistral,L,0.1,70,14
1,mistral,L,0.1,71,14
1,mistral,L,0.1,72,14
1,mistral,L,0.1,73,14
1,mistral,L,0.1,74,14
1,mistral,L,0.1,75,14
1,mistral,L,0.1,76,14
1,mistral,L,0.1,77,14
1,mistral,L,0.1,78,14
1,mistral,L,0.1,79,14
1,mistral,L,0.1,80,14
1,mistral,L,0.1,81,14
1,mistral,L,0.1,82,14
1,mistral,L,0.1,83,14
1,mistral,L,0.1,84,14
1,mistral,L,0.1,85,14
1,mistral,L,0.1,86,14
1,mistral,L,0.1,87,14
1,mistral,L,0.1,88,14
1,mistral,L,0.1,89,14
1,mistral,L,0.1,90,14
1,mistral,L,0.1,91,14
1,mistral,L,0.1,92,14
1,mistral,L,0.1,93,14
1,mistral,L,0.1,94,14
1,mistral,L,0.1,95,14
1,mistral,L,0.1,96,14
1,mistral,L,0.1,97,14
1,mistral,L,0.1,98,14
1,mistral,L,0.1,99,14
1,mistral,L,0.3,0,14
1,mistral,L,0.3,1,14
1,mistral,L,0.3,2,14
1,mistral,L,0.3,3,14
1,mistral,L,0.3,4,14
1,mistral,L,0.3,5,14
1,mistral,L,0.3,6,14
1,mistral,L,0.3,7,14
1,mistral,L,0.3,8,14
1,mistral,L,0.3,9,14
1,mistral,L,0.3,10,14
1,mistral,L,0.3,11,14
1,mistral,L,0.3,12,14
1,mistral,L,0.3,13,14
1,mistral,L,0.3,14,14
1,mistral,L,0.3,15,14
1,mistral,L,0.3,16,14
1,mistral,L,0.3,17,14
1,mistral,L,0.3,18,14
1,mistral,L,0.3,19,14
1,mistral,L,0.3,20,14
1,mistral,L,0.3,21,14
1,mistral,L,0.3,23,14
1,mistral,L,0.3,24,14
1,mistral,L,0.3,25,14
1,mistral,L,0.3,26,14
1,mistral,L,0.3,27,14
1,mistral,L,0.3,28,14
1,mistral,L,0.3,29,14
1,mistral,L,0.3,30,14
1,mistral,L,0.3,31,14
1,mistral,L,0.3,32,14
1,mistral,L,0.3,33,14
1,mistral,L,0.3,34,14
1,mistral,L,0.3,35,14
1,mistral,L,0.3,36,14
1,mistral,L,0.3,37,14
1,mistral,L,0.3,38,14
1,mistral,L,0.3,39,14
1,mistral,L,0.3,40,14
1,mistral,L,0.3,41,14
1,mistral,L,0.3,42,14
1,mistral,L,0.3,43,14
1,mistral,L,0.3,44,14
1,mistral,L,0.3,45,14
1,mistral,L,0.3,46,14
1,mistral,L,0.3,47,14
1,mistral,L,0.3,49,14
1,mistral,L,0.3,50,14
1,mistral,L,0.3,51,14
1,mistral,L,0.3,52,14
1,mistral,L,0.3,53,14
1,mistral,L,0.3,54,14
1,mistral,L,0.3,55,14
1,mistral,L,0.3,56,14
1,mistral,L,0.3,57,14
1,mistral,L,0.3,58,14
1,mistral,L,0.3,59,14
1,mistral,L,0.3,60,14
1,mistral,L,0.3,61,14
1,mistral,L,0.3,62,14
1,mistral,L,0.3,63,14
1,mistral,L,0.3,64,14
1,mistral,L,0.3,65,14
1,mistral,L,0.3,66,14
1,mistral,L,0.3,67,14
1,mistral,L,0.3,68,14
1,mistral,L,0.3,69,14
1,mistral,L,0.3,70,14
1,mistral,L,0.3,71,14
1,mistral,L,0.3,72,14
1,mistral,L,0.3,73,14
1,mistral,L,0.3,74,14
1,mistral,L,0.3,75,14
1,mistral,L,0.3,76,14
1,mistral,L,0.3,77,14
1,mistral,L,0.3,78,14
1,mistral,L,0.3,79,14
1,mistral,L,0.3,80,14
1,mistral,L,0.3,81,14
1,mistral,L,0.3,82,14
1,mistral,L,0.3,83,14
1,mistral,L,0.3,84,14
1,mistral,L,0.3,85,14
1,mistral,L,0.3,86,14
1,mistral,L,0.3,87,14
1,mistral,L,0.3,88,14
1,mistral,L,0.3,89,14
1,mistral,L,0.3,90,14
1,mistral,L,0.3,91,14
1,mistral,L,0.3,92,14
1,mistral,L,0.3,93,14
1,mistral,L,0.3,94,14
1,mistral,L,0.3,95,14
1,mistral,L,0.3,96,14
1,mistral,L,0.3,97,14
1,mistral,L,0.3,98,14
1,mistral,L,0.3,99,14
1,mistral,L,0.5,0,14
1,mistral,L,0.5,1,14
1,mistral,L,0.5,2,14
1,mistral,L,0.5,3,14
1,mistral,L,0.5,4,14
1,mistral,L,0.5,5,14
1,mistral,L,0.5,6,14
1,mistral,L,0.5,7,14
1,mistral,L,0.5,8,14
1,mistral,L,0.5,9,7
1,mistral,L,0.5,10,14
1,mistral,L,0.5,12,14
1,mistral,L,0.5,13,14
1,mistral,L,0.5,14,14
1,mistral,L,0.5,15,14
1,mistral,L,0.5,16,14
1,mistral,L,0.5,17,14
1,mistral,L,0.5,18,14
1,mistral,L,0.5,19,14
1,mistral,L,0.5,20,14
1,mistral,L,0.5,21,14
1,mistral,L,0.5,22,14
1,mistral,L,0.5,23,14
1,mistral,L,0.5,24,14
1,mistral,L,0.5,25,14
1,mistral,L,0.5,26,14
1,mistral,L,0.5,27,14
1,mistral,L,0.5,28,14
1,mistral,L,0.5,29,14
1,mistral,L,0.5,30,14
1,mistral,L,0.5,31,14
1,mistral,L,0.5,32,14
1,mistral,L,0.5,33,14
1,mistral,L,0.5,34,14
1,mistral,L,0.5,35,14
1,mistral,L,0.5,37,14
1,mistral,L,0.5,38,14
1,mistral,L,0.5,39,14
1,mistral,L,0.5,40,14
1,mistral,L,0.5,41,14
1,mistral,L,0.5,42,14
1,mistral,L,0.5,43,14
1,mistral,L,0.5,45,14
1,mistral,L,0.5,46,14
1,mistral,L,0.5,47,14
1,mistral,L,0.5,48,14
1,mistral,L,0.5,49,14
1,mistral,L,0.5,50,14
1,mistral,L,0.5,51,14
1,mistral,L,0.5,54,14
1,mistral,L,0.5,55,14
1,mistral,L,0.5,56,14
1,mistral,L,0.5,57,14
1,mistral,L,0.5,58,14
1,mistral,L,0.5,59,14
1,mistral,L,0.5,60,14
1,mistral,L,0.5,62,14
1,mistral,L,0.5,63,14
1,mistral,L,0.5,64,14
1,mistral,L,0.5,65,14
1,mistral,L,0.5,66,14
1,mistral,L,0.5,67,14
1,mistral,L,0.5,68,14
1,mistral,L,0.5,69,14
1,mistral,L,0.5,70,14
1,mistral,L,0.5,71,14
1,mistral,L,0.5,72,14
1,mistral,L,0.5,73,14
1,mistral,L,0.5,74,14
1,mistral,L,0.5,75,14
1,mistral,L,0.5,76,14
1,mistral,L,0.5,77,14
1,mistral,L,0.5,78,14
1,mistral,L,0.5,79,14
1,mistral,L,0.5,80,14
1,mistral,L,0.5,81,14
1,mistral,L,0.5,82,14
1,mistral,L,0.5,83,14
1,mistral,L,0.5,84,14
1,mistral,L,0.5,85,14
1,mistral,L,0.5,86,14
1,mistral,L,0.5,87,14
1,mistral,L,0.5,88,14
1,mistral,L,0.5,89,14
1,mistral,L,0.5,90,14
1,mistral,L,0.5,91,14
1,mistral,L,0.5,92,14
1,mistral,L,0.5,93,14
1,mistral,L,0.5,94,14
1,mistral,L,0.5,95,14
1,mistral,L,0.5,96,14
1,mistral,L,0.5,97,14
1,mistral,L,0.5,98,14
1,mistral,L,0.5,99,14
1,mistral,L,0.7,0,14
1,mistral,L,0.7,1,14
1,mistral,L,0.7,2,14
1,mistral,L,0.7,3,14
1,mistral,L,0.7,4,14
1,mistral,L,0.7,5,14
1,mistral,L,0.7,6,14
1,mistral,L,0.7,8,14
1,mistral,L,0.7,9,14
1,mistral,L,0.7,10,14
1,mistral,L,0.7,11,14
1,mistral,L,0.7,12,14
1,mistral,L,0.7,13,14
1,mistral,L,0.7,14,14
1,mistral,L,0.7,15,14
1,mistral,L,0.7,16,14
1,mistral,L,0.7,17,14
1,mistral,L,0.7,18,14
1,mistral,L,0.7,19,14
1,mistral,L,0.7,20,14
1,mistral,L,0.7,21,14
1,mistral,L,0.7,22,14
1,mistral,L,0.7,23,14
1,mistral,L,0.7,24,14
1,mistral,L,0.7,25,14
1,mistral,L,0.7,26,14
1,mistral,L,0.7,27,14
1,mistral,L,0.7,29,14
1,mistral,L,0.7,30,14
1,mistral,L,0.7,31,14
1,mistral,L,0.7,32,14
1,mistral,L,0.7,33,14
1,mistral,L,0.7,34,14
1,mistral,L,0.7,35,14
1,mistral,L,0.7,36,14
1,mistral,L,0.7,37,14
1,mistral,L,0.7,38,14
1,mistral,L,0.7,39,14
1,mistral,L,0.7,40,14
1,mistral,L,0.7,41,14
1,mistral,L,0.7,42,14
1,mistral,L,0.7,43,14
1,mistral,L,0.7,44,14
1,mistral,L,0.7,45,14
1,mistral,L,0.7,46,14
1,mistral,L,0.7,47,14
1,mistral,L,0.7,48,14
1,mistral,L,0.7,49,14
1,mistral,L,0.7,51,14
1,mistral,L,0.7,52,14
1,mistral,L,0.7,54,14
1,mistral,L,0.7,55,14
1,mistral,L,0.7,56,14
1,mistral,L,0.7,57,14
1,mistral,L,0.7,59,14
1,mistral,L,0.7,60,14
1,mistral,L,0.7,61,14
1,mistral,L,0.7,62,14
